BRAND,SUB_MODEL_NAME,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
DEEPAL,DEEPAL S05,S05,3H07,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
DEEPAL,DEEPAL G318,G318,3H!!,2024.0,SUV,BASE,REST,KKL,SUV,SUV
DACIA,DACIA DUSTER,DUSTER,DCSU,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
CITROEN,CITROEN C3,C3,CIC3,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
VOYAH,VOYAH ZHIYIN,ZHIYIN,1L04,2024.0,SUV,BASE,REST,KKL,SAV,SAV
VOYAH,VOYAH COURAGE,COURAGE,1L!!,2024.0,SUV,BASE,REST,KKL,SAV,SAV
VOLVO-GEELY,VOLVO-GEELY EM90,EM90,V706,2024.0,MPV,PREMIUM,REST,MKL,MPV,MPV
VOLVO TRUCKS,VOLVO TRUCKS FH-SERIES,FH-SERIES,VRFH,2024.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
VOLKSWAGEN-SHANGHAI,VOLKSWAGEN-SHANGHAI PASSAT PRO,PASSAT PRO,SH!@,2024.0,SEDAN,NEAR PREMIUM,REST,MKL,SEDAN,SEDAN
ALFA ROMEO,ALFA ROMEO JUNIOR,JUNIOR,ALB0,2024.0,SUV,NEAR PREMIUM,REST,UKL1,SAV,SAV
VOLKSWAGEN,VOLKSWAGEN PASSAT,PASSAT,VWPA,2024.0,WAGON,NEAR PREMIUM,REST,MKL,ESTATE,ESTATE
FERRARI,FERRARI 12CILINDRI,12CILINDRI,FR!!,2024.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL++3,ROADSTER,ROADSTER
FARIZON AUTO,FARIZON MINI TRUCK,MINI TRUCK,2K!$,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
EXLANTIX,EXLANTIX ET,ET,$A!!,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BMW-BRILLIANCE,BMW-BRILLIANCE 5-SERIES,5-SERIES,XC5S,2024.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
BMW-BRILLIANCE,BMW-BRILLIANCE 2-SRS GRAN CPE,2-SERIES GRAN COUPE,XC2G,2024.0,COUPE,PREMIUM,TRAD. COMP.,UKL2,SEDAN,4DR COUPE
VOLKSWAGEN-ANHUI,VOLKSWAGEN-ANHUI ID.UNYX,ID.UNYX,1JI5,2024.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAC
VOLKSWAGEN,VOLKSWAGEN TRANSPORTER,TRANSPORTER,VWTT,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
EPAI,EPAI 008,008,6F01,2024.0,SUV,BASE,REST,KKL,SAV,SAV
EMC,EMC WAVE 2,WAVE 2,0D!!,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
EBRO,EBRO S800,S800,EB!#,2024.0,SUV,BASE,REST,KKL,SAV,SAV
EBRO,EBRO S700,S700,EB!!,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
E.VOLUTION GMBH,E.VOLUTION GIGA/MAX,GIGA/MAX,!W!!,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
DS,DS NO 8,NO 8,7009,2024.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAC
DONGFENG,DONGFENG/DFSK E5,E5,QD!I,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
VOLKSWAGEN-FAW,VOLKSWAGEN-FAW MAGOTAN,MAGOTAN,QVPA,2024.0,SEDAN,NEAR PREMIUM,REST,MKL,SEDAN,SEDAN
WULING,WULING BINGO PLUS,BINGO PLUS,QW!!,2024.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
BYD,BYD YUAN UP,YUAN UP,DD16,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
BYD,BYD XIA,XIA,DD!6,2024.0,MPV,BASE,REST,MKL,MPV,MPV
CHEVROLET,CHEVROLET BRIGHTDROP 600,BRIGHTDROP 600,CH!0,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHEVROLET,CHEVROLET BRIGHTDROP 400,BRIGHTDROP 400,CH!@,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CHERY,CHERY TIGGO CROSS,TIGGO CROSS,C7!4,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
CHERY,CHERY TIGGO 8L,TIGGO 8L,C7!3,2024.0,SUV,BASE,REST,KKL,SAV,SAV
CHERY,CHERY FULWIN T9,FULWIN T9,C7!$,2024.0,SUV,BASE,REST,KKL,SAV,SAV
CHERY,CHERY FULWIN T8,FULWIN T8,C7!@,2024.0,SUV,BASE,REST,KKL,SAV,SAV
CHERY,CHERY FULWIN T6,FULWIN T6,C7!#,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
BYD,BYD DOLPHIN MINI,DOLPHIN MINI,DD!0,2024.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
XIAOMI,XIAOMI SU7,SU7,2W03,2024.0,SEDAN,NEAR PREMIUM,NEW PLAYERS & TESLA,KKL,SEDAN,SEDAN
WULING,WULING XINGGUANG S,XINGGUANG S,QW!0,2024.0,SUV,BASE,REST,KKL,SAV,SAV
CHANA,CHANA QIYUAN E07,E07,YC!@,2024.0,SUV,BASE,REST,MKL,SAV,SAV
CHANA,CHANA HUNTER,HUNTER,YCHU,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CADILLAC,CADILLAC XT5,XT5,CAX5,2024.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
ZHIDOU,ZHIDOU RAINBOW,RAINBOW,8H!!,2024.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
ZEEKR,ZEEKR MIX,MIX,2E0C,2024.0,MPV,NEAR PREMIUM,REST,KKL,MPV,MPV
CHERY,CHERY FULWIN T10,FULWIN T10,C7!&,2024.0,SUV,BASE,REST,MKL,SAV,SAV
RENAULT,RENAULT RAFALE,RAFALE,REA1,2024.0,SUV,BASE,REST,UKL2,SAV,SAC
RENAULT,RENAULT SANDERO,SANDERO,RESD,2024.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
BYD,BYD ATTO 2,ATTO 2,DD!J,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
CITROEN,CITROEN BASALT,BASALT,CI00,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
CIRELLI,CIRELLI SPORT COUPE,SPORT COUPE,$&!3,2024.0,SUV,BASE,REST,KKL,SAV,SAC
BYD,BYD E6,E6,DDE6,2024.0,MPV,BASE,REST,UKL2,SAT,SAT
CIRELLI,CIRELLI 1,1,$&!!,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD QIN PLUS,QIN PLUS,DD1C,2024.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,BYD QIN L,QIN L,DD!@,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,BYD KING,KING,DD!3,2024.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,BYD SEALION 05,SEALION 05,DD0G,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD SEALION,SEALION,DD!&,2024.0,SUV,BASE,REST,KKL,SAV,SAV
WULING,WULING CLOUD EV,CLOUD EV,QW!#,2024.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
AION,AION AION UT,AION UT,1T07,2024.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
AION,AION AION RT,AION RT,1T02,2024.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,BYD SEAL 06 GT,SEAL 06 GT,DD07,2024.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
BYD,BYD SEAL,SEAL,DD0H,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHEVROLET,CHEVROLET GROOVE,GROOVE,CHG0,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
BYD,BYD SONG PRO,SONG PRO,DDSP,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD SHARK,SHARK,DD!!,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
XPENG,XPENG P7+,P7+,4X00,2024.0,HATCHBACK,NEAR PREMIUM,NEW PLAYERS & TESLA,MKL,SEDAN,SEDAN
BYD,BYD SEALION 07,SEALION 07,DDSL,2024.0,SUV,BASE,REST,KKL,SAV,SAV
ACURA,ACURA ZDX,ZDX,ARCX,2024.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
AION,AION AION V,AION V,1TV0,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JEEP,JEEP WAGONEER S,WAGONEER S,JEC0,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JAECOO,JAECOO OMODA C9,OMODA C9,6K!@,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JAECOO,JAECOO 6,6,6K!!,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JAC,JAC SUNRAY,SUNRAY,QASU,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JAC,JAC REFINE M4,REFINE M4,QAM4,2024.0,MPV,BASE,REST,MKL,MPV,MPV
JAC,JAC E30X,E30X,QA!@,2024.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TOYOTA,TOYOTA STARLET CROSS,STARLET CROSS,TO!3,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,TOYOTA PROACE MAX,PROACE MAX,TO0U,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
INFINITI,INFINITI QX80,QX80,IFQE,2024.0,SUV,PREMIUM,REST,GKL,SUV,SUV
IM,IM L6,L6,1X01,2024.0,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
FERRARI,FERRARI ROMA,ROMA,FRRO,2024.0,COUPE,PREMIUM,TRAD. COMP.,GKL++1,COUPE,COUPE
HYUNDAI,HYUNDAI ST1,ST1,HY!!,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HYUNDAI,HYUNDAI PALISADE,PALISADE,HY0D,2024.0,SUV,BASE,REST,MKL,SAV,SAV
HYUNDAI,HYUNDAI IONIQ 9,IONIQ 9,HYI9,2024.0,SUV,BASE,REST,MKL,SAV,SAV
HYUNDAI,HYUNDAI INSTER,INSTER,HY!&,2024.0,SUV,BASE,REST,UKL0,SAV,SAV
HYPER,HYPER HL,HL,0K01,2024.0,SUV,BASE,REST,MKL,SAV,SAV
HONGQI,HONGQI (RED FLAG) TIANGONG 08,TIANGONG 08,H5!@,2024.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
HONGQI,HONGQI (RED FLAG) L1,L1,H5!#,2024.0,SEDAN,NEAR PREMIUM,REST,GKL,SEDAN,SEDAN
HONGQI,HONGQI (RED FLAG) EHS7,EHS7,H5!!,2024.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
HONDA-GUANGZHOU,HONDA-GUANGZHOU E:NP2,E:NP2,WK0F,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
HONDA-DONGFENG,HONDA-DONGFENG E:NS2,E:NS2,Q40F,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
ICAR,ICAR V23,V23,18!!,2024.0,SUV,BASE,REST,UKL1,SUV,SUV
LEAPMOTOR,LEAPMOTOR C16,C16,4L00,2024.0,SUV,BASE,REST,MKL,SAV,SAV
LEAPMOTOR,LEAPMOTOR C10,C10,4L08,2024.0,SUV,BASE,REST,MKL,SAV,SAV
TOYOTA,TOYOTA CROWN SIGNIA/ESTATE,CROWN SIGNIA/ESTATE,TO1T,2024.0,SUV,BASE,REST,MKL,SAV,SAV
LDV,LDV TERRON 9,TERRON 9,LV!0,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
LDV,LDV ETERRON 9,ETERRON 9,LV!@,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
LDV,LDV DELIVER 7,DELIVER 7,LV!&,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANDKING,LANDKING LK5,LK5,!S!@,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANDKING,LANDKING LK3,LK3,!S!&,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANCIA,LANCIA Y/YPSILON,Y/YPSILON,LAY2,2024.0,HATCHBACK,NEAR PREMIUM,REST,UKL1,HATCH,HATCH
KIA,KIA K4,K4,KI0E,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
JETOUR,JETOUR SHANHAI L6,SHANHAI L6,5J!#,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JIYUE,JIYUE 07,07,2V04,2024.0,HATCHBACK,BASE,REST,MKL,HATCH,HATCH
JETOUR,JETOUR ZIYOUZHE,ZIYOUZHE,5J!4,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JETOUR,JETOUR X50,X50,5JX5,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JETOUR,JETOUR T2,T2,5J!0,2024.0,SUV,BASE,REST,MKL,SUV,SUV
JETOUR,JETOUR T1,T1,5J!8,2024.0,SUV,BASE,REST,KKL,SUV,SUV
BYD,BYD SEALION 7,SEALION 7,DD!K,2024.0,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,TOYOTA LAND CRUISER,LAND CRUISER,TOLA,2024.0,SUV,BASE,REST,MKL,SUV,SUV
JETOUR,JETOUR SHANHAI T2,SHANHAI T2,5J!&,2024.0,SUV,BASE,REST,MKL,SUV,SUV
JETOUR,JETOUR SHANHAI T1,SHANHAI T1,5J!@,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JETOUR,JETOUR SHANHAI L7,SHANHAI L7,5J!$,2024.0,SUV,BASE,REST,KKL,SAV,SAV
KIA,KIA EV3,EV3,KI0J,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GENESIS,GENESIS GV80 COUPE,GV80 COUPE,9906,2024.0,SUV,NEAR PREMIUM,TRAD. COMP.,MKL,SAV,SAC
GEELY,GEELY XINGYUAN,XINGYUAN,C51N,2024.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
GEELY,GEELY STARSHIP 7,STARSHIP 7,C512,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,GEELY PREFACE,PREFACE,C5!$,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GEELY,GEELY GALAXY E5,GALAXY E5,C5!0,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,GEELY EX5,EX5,C5!1,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,GEELY E8,E8,C517,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GEELY,GEELY E5,E5,C51J,2024.0,SUV,BASE,REST,KKL,SAV,SAV
FUJIAN,FUJIAN QITENG Q2,QITENG Q2,FQ!!,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FOTON,FOTON HI-VAN,HI-VAN,WQ!@,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HONDA,HONDA WR-V (ELEVATE),WR-V (ELEVATE),HO!&,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
FORD-JMC,FORD-JMC BRONCO,BRONCO,QFBR,2024.0,SUV,BASE,REST,MKL,SUV,SUV
BMW,BMW IX2,IX2,BM2X,2024.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAC
VOLKSWAGEN,VOLKSWAGEN CARAVELLE,CARAVELLE,VWCV,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VINFAST,VINFAST VF3,VF3,4V00,2024.0,SUV,BASE,REST,UKL0,SAV,SAV
BMW,BMW X3,X3,BMX3,2024.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
BMW,BMW X2,X2,BMX2,2024.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAC
FORD,FORD CAPRI (SUV),CAPRI (SUV),FW0L,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
FIAT,FIAT PANDA,PANDA,FIPA,2024.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
FIAT,FIAT GRANDE PANDA,GRANDE PANDA,FI!!,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
FORTHING,FORTHING S7,S7,$@!$,2024.0,HATCHBACK,BASE,REST,MKL,SEDAN,SEDAN
HONDA,HONDA WR-V,WR-V,HOWR,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
HONDA,HONDA PROLOGUE,PROLOGUE,HO0E,2024.0,SUV,BASE,REST,KKL,SAV,SAV
HONDA,HONDA N-JOY,N-JOY,HONJ,2024.0,SUV,BASE,REST,UKL0,MPV,MPV
HONDA,HONDA FREED,FREED,HOFD,2024.0,MPV,BASE,REST,UKL2,MPV,MPV
HONDA,HONDA E:N1,E:N1,HO0W,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
HELMARV AUTO,HELMARV EQ500,EQ500,$V!&,2024.0,SUV,BASE,REST,KKL,SAV,SAV
HELMARV AUTO,HELMARV EQ400,EQ400,$V!$,2024.0,SEDAN,BASE,REST,UKL0,SEDAN,SEDAN
HELMARV AUTO,HELMARV EQ300,EQ300,$V!!,2024.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GREAT WALL,GWM WEY 03,WEY 03,GB0P,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GREAT WALL,GWM ORA 07,ORA 07,GB0M,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VAUXHALL,VAUXHALL GRANDLAND/X,GRANDLAND/X,VX01,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GUANGZHOU AUTO,GUANGZHOU AUTO GS3 EMZOOM,GS3 EMZOOM,GW!#,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GUANGZHOU AUTO,GUANGZHOU AUTO GA8,GA8,GW03,2024.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
GREAT WALL,GREAT WALL WINGLE (FENGIUN),WINGLE (FENGIUN),GBWI,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GREAT WALL,GREAT WALL HAVAL F7,HAVAL F7,GBF7,2024.0,SUV,BASE,REST,KKL,SAV,SAV
GREAT WALL,GREAT WALL CANNON ALPHA,CANNON ALPHA,GB!&,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GMC,GMC SIERRA EV,SIERRA EV,GM04,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GMC,GMC ACADIA,ACADIA,GMA6,2024.0,SUV,BASE,REST,KKL,SAV,SAV
VGV,VGV BOLDEN,BOLDEN,3C!&,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VENUCIA,VENUCIA V-ONLINE EV,V-ONLINE EV,VC00,2024.0,SUV,BASE,REST,KKL,SAV,SAV
GUANGZHOU AUTO,GUANGZHOU AUTO GS4 MAX,GS4 MAX,GW!$,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
CHANA,CHANA QIYUAN A07,QIYUAN A07,YC0P,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHANA,CHANA QIYUAN Q05,QIYUAN Q05,YC0S,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
WULING,WULING XINGGUANG,XINGGUANG,QW0K,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
WULING,WULING XINGYUN,XINGYUN,QW0H,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
XPENG,XPENG G6,G6,4X05,2023.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,UKL2,SAV,SAC
ROLLS-ROYCE,ROLLS-ROYCE SPECTRE,SPECTRE,RRSI,2023.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++3,CABRIO,CABRIO
CADILLAC-SHANGHAI,CADILLAC-SHANGHAI GT4,GT4,Y6X3,2023.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
CADILLAC-SHANGHAI,CADILLAC-SHANGHAI OPTIQ,OPTIQ,Y600,2023.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
CHANGAN,CHANGAN X7 PLUS,X7 PLUS,9C08,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CHERY,CHERY EQ7,EQ7,C70U,2023.0,SUV,BASE,REST,KKL,SAV,SAC
CHERY,CHERY FULWIN A8,FULWIN A8,C712,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHERY,CHERY TANSUO 06,TANSUO 06,C70J,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CHERY,CHERY TIGGO 5,TIGGO 5,C7T5,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CADILLAC,CADILLAC CT6,CT6,CA03,2023.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
CHERY,CHERY TIGGO 9 PRO,TIGGO 9 PRO,C7!A,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CHEVROLET,CHEVROLET BLAZER EV,BLAZER EV,CH0R,2023.0,SUV,BASE,REST,KKL,SAV,SAV
RENAULT,RENAULT SCENIC (SUV),SCENIC (SUV),RE0F,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
RISING,RISING F7,F7,3A01,2023.0,SEDAN,BASE,REST,KKL,SAV,SAC
ROEWE,ROEWE D5X,D5X,RW0K,2023.0,SUV,BASE,REST,KKL,SAV,SAV
ROEWE,ROEWE D7,D7,RW0L,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHEVROLET,CHEVROLET COLORADO,COLORADO,CHCB,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BYD,BYD T4,T4,DDT4,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
AION,AION HYPTEC HT,HYPTEC HT,1T!&,2023.0,SUV,BASE,REST,MKL,SAV,SAC
WULING,WULING BINGO,BINGO,QW0F,2023.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
WULING,WULING BINGUO EV,BINGUO EV,QW0P,2023.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
CHEVROLET,CHEVROLET EQUINOX,EQUINOX,CHE2,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CHEVROLET,CHEVROLET EQUINOX EV,EQUINOX EV,CHE0,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CHEVROLET,CHEVROLET EXPRESS MAX,EXPRESS MAX,CH!2,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BYD,BYD SEALION 6,SEALION 6,DD!5,2023.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD SONG L,SONG L,DD0P,2023.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,BYD SONG PLUS,SONG PLUS,DD0E,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CHEVROLET,CHEVROLET MONTANA,MONTANA,CHM3,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RENAULT,RENAULT SCENIC,SCENIC,RESC,2023.0,MPV,BASE,REST,UKL2,MPV,MPV
CHEVROLET,CHEVROLET SILVERADO EV,SILVERADO EV,CH0K,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,CHEVROLET SPARK EUV,SPARK EUV,CH!1,2023.0,SUV,BASE,REST,UKL0,SUV,SUV
BYD,BYD SEAL 07,SEAL 07,DD!8,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,BYD SEAL DMI,SEAL DMI,DD14,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,BYD SEAL U,SEAL U,DD10,2023.0,SUV,BASE,REST,KKL,SAV,SAV
VOYAH,VOYAH ZHUIGUANG,ZHUIGUANG,1L00,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
WEY,WEY BLUE MOUNTAIN,BLUE MOUNTAIN,8W09,2023.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
BYD,BYD QIN PRO,QIN PRO,DDPO,2023.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
CHEVROLET,CHEVROLET TRAVERSE,TRAVERSE,CHCG,2023.0,SUV,BASE,REST,MKL,SAV,SAV
CHEVROLET-SHANGHAI,CHEVROLET-SHANGHAI EQUINOX,EQUINOX,Y8EQ,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CIRELLI,CIRELLI 2,2,$&!$,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
CIRELLI,CIRELLI 3,3,$&!&,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CIRELLI,CIRELLI 4,4,$&!@,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CIRELLI,CIRELLI 5,5,$&!0,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
ROX,ROX ROX 01,ROX 01,0S00,2023.0,SUV,BASE,REST,MKL,SUV,SUV
RUICHI,RUICHI EC75,EC75,4R!!,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CIRELLI,CIRELLI 7,7,$&!1,2023.0,MPV,BASE,REST,KKL,MPV,MPV
CIRELLI,CIRELLI 8,8,$&!2,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLVO,VOLVO EX90,EX90,VO03,2023.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
VOLVO-GEELY,VOLVO-GEELY EX30,EX30,V707,2023.0,SUV,PREMIUM,TRAD. COMP.,UKL1,SAV,SAV
AITO,AITO M9,M9,3703,2023.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,MKL,SAV,SAV
VOYAH,VOYAH PASSION,PASSION,1L06,2023.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BYD,BYD DOLPHIN SURF,DOLPHIN SURF,DD!U,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
CITROEN,CITROEN C3 AIRCROSS,C3 AIRCROSS,CI3A,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
CMC,CMC 2,2,CX01,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
CMC,CMC 4,4,CX03,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CMC,CMC 5,5,CX04,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CMC,CMC 7,7,CX05,2023.0,MPV,BASE,REST,KKL,MPV,MPV
CMC,CMC 8,8,CX06,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CORADIR,CORADIR CHIKI,CHIKI,6D!!,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
CUPRA,CUPRA TAVASCAN,TAVASCAN,3BTA,2023.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAC
SKODA,SKODA ENYAQ COUPE,ENYAQ COUPE,SK05,2023.0,SUV,BASE,REST,UKL2,SAV,SAC
PORSCHE,PORSCHE PANAMERA,PANAMERA,POPA,2023.0,COUPE,PREMIUM,TRAD. COMP.,GKL,SEDAN,4DR COUPE
PROTON,PROTON S70,S70,PR0A,2023.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
PROTON,PROTON X90,X90,PRH0,2023.0,SUV,BASE,REST,KKL,SAV,SAV
