BRAND,SUB_MODEL_SHORT,IHS_CODE_SUBMODEL,GENERATION_YEAR,IHS_BODY_GROUP,BMW_CLASSIFICATION,BMW_REGIONAL_C1,BMW_SEGMENT,BMW_CONCEPT,BMW_SUB_CONCEPT
CIRELLI,SPORT COUPE,$&!3,2024.0,SUV,BASE,REST,KKL,SAV,SAC
BYD,E6,DDE6,2024.0,MPV,BASE,REST,UKL2,SAT,SAT
CIRELLI,1,$&!!,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,QIN PLUS,DD1C,2024.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,QIN L,DD!@,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,KING,DD!3,2024.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,SEALION 05,DD0G,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,SEALION,DD!&,2024.0,SUV,BASE,REST,KKL,SAV,SAV
WULING,CLOUD EV,QW!#,2024.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
AION,AION UT,1T07,2024.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
AION,AION RT,1T02,2024.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
BYD,SEAL 06 GT,DD07,2024.0,HATCHBACK,BASE,REST,UKL2,HATCH,HATCH
BYD,SEAL,DD0H,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHEVROLET,GROOVE,CHG0,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
BYD,SONG PRO,DDSP,2024.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,SHARK,DD!!,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
XPENG,P7+,4X00,2024.0,HATCHBACK,NEAR PREMIUM,NEW PLAYERS & TESLA,MKL,SEDAN,SEDAN
BYD,SEALION 07,DDSL,2024.0,SUV,BASE,REST,KKL,SAV,SAV
ACURA,ZDX,ARCX,2024.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
AION,AION V,1TV0,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JEEP,WAGONEER S,JEC0,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JAECOO,OMODA C9,6K!@,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JAECOO,6,6K!!,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JAC,SUNRAY,QASU,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
JAC,REFINE M4,QAM4,2024.0,MPV,BASE,REST,MKL,MPV,MPV
JAC,E30X,QA!@,2024.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
TOYOTA,STARLET CROSS,TO!3,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
TOYOTA,PROACE MAX,TO0U,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
INFINITI,QX80,IFQE,2024.0,SUV,PREMIUM,REST,GKL,SUV,SUV
IM,L6,1X01,2024.0,SEDAN,NEAR PREMIUM,REST,KKL,SEDAN,SEDAN
FERRARI,ROMA,FRRO,2024.0,COUPE,PREMIUM,TRAD. COMP.,GKL++1,COUPE,COUPE
HYUNDAI,ST1,HY!!,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HYUNDAI,PALISADE,HY0D,2024.0,SUV,BASE,REST,MKL,SAV,SAV
HYUNDAI,IONIQ 9,HYI9,2024.0,SUV,BASE,REST,MKL,SAV,SAV
HYUNDAI,INSTER,HY!&,2024.0,SUV,BASE,REST,UKL0,SAV,SAV
HYPER,HL,0K01,2024.0,SUV,BASE,REST,MKL,SAV,SAV
HONGQI,TIANGONG 08,H5!@,2024.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
HONGQI,L1,H5!#,2024.0,SEDAN,NEAR PREMIUM,REST,GKL,SEDAN,SEDAN
HONGQI,EHS7,H5!!,2024.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
HONDA-GUANGZHOU,E:NP2,WK0F,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
HONDA-DONGFENG,E:NS2,Q40F,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
ICAR,V23,18!!,2024.0,SUV,BASE,REST,UKL1,SUV,SUV
LEAPMOTOR,C16,4L00,2024.0,SUV,BASE,REST,MKL,SAV,SAV
LEAPMOTOR,C10,4L08,2024.0,SUV,BASE,REST,MKL,SAV,SAV
TOYOTA,CROWN SIGNIA/ESTATE,TO1T,2024.0,SUV,BASE,REST,MKL,SAV,SAV
LDV,TERRON 9,LV!0,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
LDV,ETERRON 9,LV!@,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
LDV,DELIVER 7,LV!&,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANDKING,LK5,!S!@,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANDKING,LK3,!S!&,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
LANCIA,Y/YPSILON,LAY2,2024.0,HATCHBACK,NEAR PREMIUM,REST,UKL1,HATCH,HATCH
KIA,K4,KI0E,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
JETOUR,SHANHAI L6,5J!#,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JIYUE,07,2V04,2024.0,HATCHBACK,BASE,REST,MKL,HATCH,HATCH
JETOUR,ZIYOUZHE,5J!4,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JETOUR,X50,5JX5,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
JETOUR,T2,5J!0,2024.0,SUV,BASE,REST,MKL,SUV,SUV
JETOUR,T1,5J!8,2024.0,SUV,BASE,REST,KKL,SUV,SUV
BYD,SEALION 7,DD!K,2024.0,SUV,BASE,REST,KKL,SAV,SAV
TOYOTA,LAND CRUISER,TOLA,2024.0,SUV,BASE,REST,MKL,SUV,SUV
JETOUR,SHANHAI T2,5J!&,2024.0,SUV,BASE,REST,MKL,SUV,SUV
JETOUR,SHANHAI T1,5J!@,2024.0,SUV,BASE,REST,KKL,SAV,SAV
JETOUR,SHANHAI L7,5J!$,2024.0,SUV,BASE,REST,KKL,SAV,SAV
KIA,EV3,KI0J,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GENESIS,GV80 COUPE,9906,2024.0,SUV,NEAR PREMIUM,TRAD. COMP.,MKL,SAV,SAC
GEELY,XINGYUAN,C51N,2024.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
GEELY,STARSHIP 7,C512,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,PREFACE,C5!$,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GEELY,GALAXY E5,C5!0,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,EX5,C5!1,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,E8,C517,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
GEELY,E5,C51J,2024.0,SUV,BASE,REST,KKL,SAV,SAV
FUJIAN,QITENG Q2,FQ!!,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FOTON,HI-VAN,WQ!@,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
HONDA,WR-V (ELEVATE),HO!&,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
FORD-JMC,BRONCO,QFBR,2024.0,SUV,BASE,REST,MKL,SUV,SUV
BMW,IX2,BM2X,2024.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAC
VOLKSWAGEN,CARAVELLE,VWCV,2024.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VINFAST,VF3,4V00,2024.0,SUV,BASE,REST,UKL0,SAV,SAV
BMW,X3,BMX3,2024.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
BMW,X2,BMX2,2024.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAC
FORD,CAPRI (SUV),FW0L,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
FIAT,PANDA,FIPA,2024.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
FIAT,GRANDE PANDA,FI!!,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
FORTHING,S7,$@!$,2024.0,HATCHBACK,BASE,REST,MKL,SEDAN,SEDAN
HONDA,WR-V,HOWR,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
HONDA,PROLOGUE,HO0E,2024.0,SUV,BASE,REST,KKL,SAV,SAV
HONDA,N-JOY,HONJ,2024.0,SUV,BASE,REST,UKL0,MPV,MPV
HONDA,FREED,HOFD,2024.0,MPV,BASE,REST,UKL2,MPV,MPV
HONDA,E:N1,HO0W,2024.0,SUV,BASE,REST,UKL1,SAV,SAV
HELMARV AUTO,EQ500,$V!&,2024.0,SUV,BASE,REST,KKL,SAV,SAV
HELMARV AUTO,EQ400,$V!$,2024.0,SEDAN,BASE,REST,UKL0,SEDAN,SEDAN
HELMARV AUTO,EQ300,$V!!,2024.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GREAT WALL,WEY 03,GB0P,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GREAT WALL,ORA 07,GB0M,2024.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VAUXHALL,GRANDLAND/X,VX01,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GUANGZHOU AUTO,GS3 EMZOOM,GW!#,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
GUANGZHOU AUTO,GA8,GW03,2024.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
GREAT WALL,WINGLE (FENGIUN),GBWI,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GREAT WALL,HAVAL F7,GBF7,2024.0,SUV,BASE,REST,KKL,SAV,SAV
GREAT WALL,CANNON ALPHA,GB!&,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GMC,SIERRA EV,GM04,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GMC,ACADIA,GMA6,2024.0,SUV,BASE,REST,KKL,SAV,SAV
VGV,BOLDEN,3C!&,2024.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VENUCIA,V-ONLINE EV,VC00,2024.0,SUV,BASE,REST,KKL,SAV,SAV
GUANGZHOU AUTO,GS4 MAX,GW!$,2024.0,SUV,BASE,REST,UKL2,SAV,SAV
CHANA,QIYUAN A07,YC0P,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHANA,QIYUAN Q05,YC0S,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
WULING,XINGGUANG,QW0K,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
WULING,XINGYUN,QW0H,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
XPENG,G6,4X05,2023.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,UKL2,SAV,SAC
ROLLS-ROYCE,SPECTRE,RRSI,2023.0,CONVERTIBLE,PREMIUM,TRAD. COMP.,GKL++3,CABRIO,CABRIO
CADILLAC-SHANGHAI,GT4,Y6X3,2023.0,SUV,PREMIUM,TRAD. COMP.,UKL2,SAV,SAV
CADILLAC-SHANGHAI,OPTIQ,Y600,2023.0,SUV,PREMIUM,TRAD. COMP.,KKL,SAV,SAV
CHANGAN,X7 PLUS,9C08,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CHERY,EQ7,C70U,2023.0,SUV,BASE,REST,KKL,SAV,SAC
CHERY,FULWIN A8,C712,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHERY,TANSUO 06,C70J,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CHERY,TIGGO 5,C7T5,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CADILLAC,CT6,CA03,2023.0,SEDAN,PREMIUM,TRAD. COMP.,GKL,SEDAN,SEDAN
CHERY,TIGGO 9 PRO,C7!A,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CHEVROLET,BLAZER EV,CH0R,2023.0,SUV,BASE,REST,KKL,SAV,SAV
RENAULT,SCENIC (SUV),RE0F,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
RISING,F7,3A01,2023.0,SEDAN,BASE,REST,KKL,SAV,SAC
ROEWE,D5X,RW0K,2023.0,SUV,BASE,REST,KKL,SAV,SAV
ROEWE,D7,RW0L,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
CHEVROLET,COLORADO,CHCB,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BYD,T4,DDT4,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
AION,HYPTEC HT,1T!&,2023.0,SUV,BASE,REST,MKL,SAV,SAC
WULING,BINGO,QW0F,2023.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
WULING,BINGUO EV,QW0P,2023.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
CHEVROLET,EQUINOX,CHE2,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CHEVROLET,EQUINOX EV,CHE0,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CHEVROLET,EXPRESS MAX,CH!2,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
BYD,SEALION 6,DD!5,2023.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,SONG L,DD0P,2023.0,SUV,BASE,REST,KKL,SAV,SAV
BYD,SONG PLUS,DD0E,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CHEVROLET,MONTANA,CHM3,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RENAULT,SCENIC,RESC,2023.0,MPV,BASE,REST,UKL2,MPV,MPV
CHEVROLET,SILVERADO EV,CH0K,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CHEVROLET,SPARK EUV,CH!1,2023.0,SUV,BASE,REST,UKL0,SUV,SUV
BYD,SEAL 07,DD!8,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,SEAL DMI,DD14,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BYD,SEAL U,DD10,2023.0,SUV,BASE,REST,KKL,SAV,SAV
VOYAH,ZHUIGUANG,1L00,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
WEY,BLUE MOUNTAIN,8W09,2023.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
BYD,QIN PRO,DDPO,2023.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
CHEVROLET,TRAVERSE,CHCG,2023.0,SUV,BASE,REST,MKL,SAV,SAV
CHEVROLET-SHANGHAI,EQUINOX,Y8EQ,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CIRELLI,2,$&!$,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
CIRELLI,3,$&!&,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CIRELLI,4,$&!@,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CIRELLI,5,$&!0,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
ROX,ROX 01,0S00,2023.0,SUV,BASE,REST,MKL,SUV,SUV
RUICHI,EC75,4R!!,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
CIRELLI,7,$&!1,2023.0,MPV,BASE,REST,KKL,MPV,MPV
CIRELLI,8,$&!2,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
VOLVO,EX90,VO03,2023.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
VOLVO-GEELY,EX30,V707,2023.0,SUV,PREMIUM,TRAD. COMP.,UKL1,SAV,SAV
AITO,M9,3703,2023.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,MKL,SAV,SAV
VOYAH,PASSION,1L06,2023.0,SEDAN,BASE,REST,MKL,SEDAN,SEDAN
BYD,DOLPHIN SURF,DD!U,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
CITROEN,C3 AIRCROSS,CI3A,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
CMC,2,CX01,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
CMC,4,CX03,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CMC,5,CX04,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
CMC,7,CX05,2023.0,MPV,BASE,REST,KKL,MPV,MPV
CMC,8,CX06,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
CORADIR,CHIKI,6D!!,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
CUPRA,TAVASCAN,3BTA,2023.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAC
SKODA,ENYAQ COUPE,SK05,2023.0,SUV,BASE,REST,UKL2,SAV,SAC
PORSCHE,PANAMERA,POPA,2023.0,COUPE,PREMIUM,TRAD. COMP.,GKL,SEDAN,4DR COUPE
PROTON,S70,PR0A,2023.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
PROTON,X90,PRH0,2023.0,SUV,BASE,REST,KKL,SAV,SAV
RAM,RAMPAGE,R5CP,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
RENAULT,ESPACE,REEU,2023.0,SUV,BASE,REST,KKL,SAV,SAV
CUPRA,TERRAMAR,3BTE,2023.0,SUV,NEAR PREMIUM,REST,UKL2,SAV,SAV
BUICK-SHANGHAI,ELECTRA E4,QK0D,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
BUICK-SHANGHAI,ELECTRA E5,QK00,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
DAF,XB,DF03,2023.0,TRUCK,BASE,REST,SKL,TRUCK,TRUCK
DAIHATSU,MOVE CANBUS,DHM1,2023.0,MPV,BASE,REST,UKL0,MPV,MPV
DEEPAL,L07,3H06,2023.0,HATCHBACK,BASE,REST,KKL,SEDAN,SEDAN
DEEPAL,S07,3H08,2023.0,SUV,BASE,REST,KKL,SAV,SAV
DEEPAL,S7,3H03,2023.0,SUV,BASE,REST,KKL,SAV,SAV
PININFARINA,BATTISTA,PI00,2023.0,COUPE,PREMIUM,TRAD. COMP.,GKL++3,COUPE,COUPE
POLESTAR,4,5PP4,2023.0,SUV,PREMIUM,NEW PLAYERS & TESLA,KKL,SAV,SAC
SERES,3,4KS3,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
SERES,5,4K00,2023.0,SUV,BASE,REST,KKL,SAV,SAV
SHANDONG KAIMA,LIGHT TRUCK,!H!!,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SKODA,ENYAQ,SKVE,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
VOLKSWAGEN-SHANGHAI,LAVIDA XR,SH00,2023.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
VOLVO,EX30,VO07,2023.0,SUV,PREMIUM,TRAD. COMP.,UKL1,SAV,SAV
DENZA,N7,UH02,2023.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAC
DENZA,N8,UH04,2023.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
DONGFENG,FENGGUANG E5,QD1K,2023.0,SUV,BASE,REST,KKL,SAV,SAV
DONGFENG,AEOLUS HAOHAN,QD00,2023.0,SUV,BASE,REST,KKL,SAV,SAV
DONGFENG,BOX,QD!B,2023.0,HATCHBACK,BASE,REST,UKL1,HATCH,HATCH
PERODUA,AXIA,P4AX,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
PEUGEOT,3008,PEM3,2023.0,MPV,BASE,REST,UKL2,SAV,SAV
PEUGEOT,PARTNER,PEP2,2023.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
PEUGEOT-DONGFENG,408X,YN02,2023.0,SUV,BASE,REST,UKL2,SAV,SAC
BUICK,ENVISTA,BU09,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
DONGFENG,M-HERO,QD!5,2023.0,SUV,BASE,REST,MKL,SUV,SUV
DONGFENG,500,QD1M,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
DONGFENG,Q51,QD!8,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
DONGFENG,SKY EV01,QD28,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
DONKERVOORT,F22,DK00,2023.0,ROADSTER,PREMIUM,TRAD. COMP.,MKL,ROADSTER,ROADSTER
BUGATTI,MISTRAL,BG!!,2023.0,ROADSTER,PREMIUM,TRAD. COMP.,GKL++3,ROADSTER,ROADSTER
DR,EVO5,O9E5,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
DR,EVO7,O903,2023.0,SUV,BASE,REST,KKL,SAV,SAV
DR,PK8,O902,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BRIGHTDROP,ZEVO 400,2541,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
ELARIS,CARO,0W05,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
EPAI,007,6F00,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
VOLKSWAGEN,TERAMONT,VWTM,2023.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
VOLKSWAGEN-FAW,ID.7 VIZZION,QVIA,2023.0,HATCHBACK,NEAR PREMIUM,REST,MKL,SEDAN,4DR COUPE
EVOLUTE,I-VAN,3D04,2023.0,MPV,BASE,REST,MKL,MPV,MPV
EXEED,STERRA ES,5E08,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
BMW-BRILLIANCE,I5,XC05,2023.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
EXEED,STERRA ET,5E09,2023.0,SUV,BASE,REST,KKL,SAV,SAV
EXLANTIX,ES,$A!$,2023.0,SEDAN,BASE,REST,KKL,SEDAN,SEDAN
FANGCHENGBAO,BAO 5,0T01,2023.0,SUV,NEAR PREMIUM,REST,KKL,SAV,SAV
FANGCHENGBAO,BAO 8,0T02,2023.0,SUV,NEAR PREMIUM,REST,MKL,SAV,SAV
FARIZON AUTO,SUPER VAN,2K01,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FARIZON AUTO,SV,2K!0,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FARIZON AUTO,V6E,2K!@,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VOLKSWAGEN,ID.7,VWI3,2023.0,HATCHBACK,NEAR PREMIUM,REST,MKL,SEDAN,4DR COUPE
FIAT,600,FI06,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
FIAT,TITANO,FI00,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FORD,EXPLORER (EU),FW0R,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
FORD,F-250,FW12,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FORD,F-350,FW13,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FORD,F-450,FW14,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
BMW,I5,BM05,2023.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
VINFAST,VF5,4V32,2023.0,SUV,BASE,REST,UKL0,SAV,SAV
VINFAST,VF6,4V33,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
FORD,MUSTANG,FWMU,2023.0,CONVERTIBLE,BASE,REST,MKL,CABRIO,CABRIO
FORD,TOURNEO COURIER,FW1G,2023.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FORD,TOURNEO CUSTOM,FWCQ,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
SPORTEQUIPE,6,3S00,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
NISSAN-DONGFENG,PALADIN,F5PL,2023.0,SUV,BASE,REST,KKL,SUV,SUV
OHM,35,0Y00,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FORD,TRANSIT COURIER,FWCF,2023.0,CAR UTILITY,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FORD,TRANSIT CUSTOM,FWCI,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
FORTHING,FRIDAY,$@!!,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
FOTON,TUNLAND V,WQ!6,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FOTON,V7,WQ!4,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FOTON,V9,WQ!5,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
FOTON,WONDER,WQ!1,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
GEELY,CITYRAY,C5!2,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
GEELY,GEOME C,C51F,2023.0,SUV,BASE,REST,UKL2,HATCH,HATCH
GEELY,GEOME PANDA MINI,C51I,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GEELY,GX3 PRO,C51P,2023.0,SUV,BASE,REST,UKL1,SAV,SAV
GEELY,L6,C516,2023.0,SEDAN,BASE,REST,UKL2,SEDAN,SEDAN
GEELY,L7,C511,2023.0,SUV,BASE,REST,KKL,SAV,SAV
GEELY-EMGRAND,ATLAS,IUAT,2023.0,SUV,BASE,REST,UKL1,SUV,SUV
AUDI,Q8,AUQ6,2023.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAC
NISSAN,QASHQAI,NIQA,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
SMART,#3,N206,2023.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,UKL2,HATCH,HATCH
SMART-GEELY,#3,5V00,2023.0,SUV,NEAR PREMIUM,NEW PLAYERS & TESLA,UKL2,HATCH,HATCH
UNSPECIFIED,UNSPECIFIED,ZZZZ,2023.0,VAN,BASE,REST,SKL,TRANSPORTER,TRANSPORTER
VENUCIA,VX6,VC0E,2023.0,SUV,BASE,REST,KKL,SAV,SAV
GEOMETRY,PANDA MINI,5X00,2023.0,HATCHBACK,BASE,REST,UKL0,HATCH,HATCH
GMC,CANYON,GMCC,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GMC,HUMMER EV,GMH0,2023.0,PICKUP,BASE,REST,SKL,PICK-UP,PICK-UP
GREAT WALL,HAVAL F7X,GBX7,2023.0,SUV,BASE,REST,KKL,SAV,SAC
GREAT WALL,HAVAL H5,GBH5,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
BMW,M5,BM57,2023.0,SEDAN,PREMIUM,TRAD. COMP.,MKL,SEDAN,SEDAN
GREAT WALL,HAVAL H7,GBH7,2023.0,SUV,BASE,REST,KKL,SAV,SAV
SUBARU,IMPREZA,SBIM,2023.0,WAGON,BASE,REST,UKL2,ESTATE,ESTATE
AUDI,Q8 E-TRON,AU7E,2023.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
AUDI,SQ8 E-TRON,AU0A,2023.0,SUV,PREMIUM,TRAD. COMP.,MKL,SAV,SAV
GREAT WALL,HAVAL H9,GB03,2023.0,SUV,BASE,REST,MKL,SAV,SAV
GREAT WALL,HAVAL MENGLONG,GB0K,2023.0,SUV,BASE,REST,KKL,SAV,SAV
GREAT WALL,HAVAL XIAOLONG,GB0G,2023.0,SUV,BASE,REST,UKL2,SAV,SAV
